store_nbr,family,forecast_demand,average_daily_demand,max_daily_demand,lead_time_demand,safety_stock,recommended_order_qty
38,DELI,5816.3433,387.75623,518.4529,1163.2687,232.65373,1396.0
11,DAIRY,5805.217,387.01447,451.4914,1161.0435,232.2087,1393.0
47,PRODUCE,5770.0664,384.67108,1491.944,1154.0132,230.80264,1385.0
54,BEAUTY,5725.133,381.6755,414.2068,1145.0265,229.0053,1374.0
52,BREAD/BAKERY,5710.6914,380.71277,495.1581,1142.1383,228.42766,1371.0
6,DELI,5703.403,380.22687,464.82715,1140.6807,228.13614,1369.0
24,CLEANING,5684.6753,378.97836,462.5455,1136.935,227.38701,1364.0
20,CELEBRATION,5632.532,375.50214,658.27954,1126.5063,225.30127,1352.0
9,MEATS,5612.5693,374.1713,449.95734,1122.5139,224.50279,1347.0
24,BREAD/BAKERY,5609.1636,373.94424,419.64343,1121.8328,224.36656,1346.0
23,MEATS,5568.4644,371.23096,537.032,1113.6929,222.73857,1336.0
18,DAIRY,5533.196,368.87973,467.38577,1106.6392,221.32784,1328.0
25,CELEBRATION,5529.3877,368.62585,447.524,1105.8776,221.17552,1327.0
30,MAGAZINES,5496.2686,366.4179,419.8962,1099.2537,219.85074,1319.0
16,POULTRY,5469.8145,364.6543,480.05664,1093.9629,218.79259,1313.0
8,PERSONAL CARE,5458.31,363.88733,420.05594,1091.662,218.3324,1310.0
6,PERSONAL CARE,5410.4697,360.69797,459.81754,1082.0939,216.41878,1299.0
8,EGGS,5360.315,357.35434,450.33347,1072.063,214.4126,1286.0
28,BREAD/BAKERY,5331.0864,355.40576,561.25543,1066.2173,213.24345,1279.0
39,FROZEN FOODS,5285.79,352.38602,425.6941,1057.1581,211.43163,1269.0
39,HOME CARE,5289.091,352.60605,425.94937,1057.8181,211.56363,1269.0
34,POULTRY,5249.35,349.95667,786.88715,1049.87,209.974,1260.0
44,EGGS,5218.793,347.91953,433.94522,1043.7585,208.75171,1253.0
48,HOME APPLIANCES,5171.4946,344.7663,423.4686,1034.2988,206.85977,1241.0
14,CLEANING,5138.5825,342.57217,392.00943,1027.7166,205.54332,1233.0
40,PERSONAL CARE,5138.804,342.58694,430.19745,1027.7609,205.55217,1233.0
22,PLAYERS AND ELECTRONICS,5134.6714,342.31143,439.86542,1026.9343,205.38687,1232.0
16,BEVERAGES,5122.3135,341.48758,398.8228,1024.4628,204.89256,1229.0
38,MEATS,5122.074,341.47162,406.96457,1024.4148,204.88297,1229.0
28,CELEBRATION,5116.5483,341.1032,615.24036,1023.30963,204.66193,1228.0
18,PRODUCE,5006.8223,333.78815,646.84076,1001.36444,200.27289,1202.0
4,MAGAZINES,4983.292,332.21945,429.48572,996.6583,199.33167,1196.0
48,EGGS,4955.928,330.3952,386.45508,991.1856,198.23712,1189.0
43,POULTRY,4934.786,328.98575,378.49295,986.9573,197.39146,1184.0
27,MAGAZINES,4878.136,325.20908,416.38052,975.6272,195.12544,1171.0
26,DELI,4853.132,323.5421,415.24365,970.62634,194.12527,1165.0
45,PRODUCE,4803.2344,320.21564,847.9892,960.6469,192.12938,1153.0
19,BREAD/BAKERY,4798.205,319.88034,424.67633,959.641,191.9282,1152.0
50,MEATS,4771.3164,318.08777,376.07843,954.2633,190.85266,1145.0
10,HOME CARE,4721.504,314.76694,380.47717,944.3008,188.86015,1133.0
26,MEATS,4676.7397,311.78265,440.0736,935.34796,187.0696,1122.0
1,DAIRY,4673.981,311.59872,392.505,934.79614,186.95923,1122.0
42,DAIRY,4630.3213,308.68808,394.49805,926.0642,185.21284,1111.0
18,DELI,4619.6377,307.97586,433.75217,923.9276,184.78552,1109.0
8,DELI,4565.2324,304.34882,361.17154,913.04645,182.6093,1096.0
30,DAIRY,4557.366,303.8244,385.31592,911.4732,182.29465,1094.0
2,DAIRY,4544.253,302.9502,560.3736,908.8506,181.77013,1091.0
21,FROZEN FOODS,4515.3384,301.02255,675.32324,903.0676,180.61353,1084.0
9,HOME CARE,4466.008,297.73386,350.7037,893.20154,178.6403,1072.0
51,EGGS,4464.896,297.65973,1560.1118,892.9792,178.59584,1072.0
13,PREPARED FOODS,4443.3433,296.22287,471.45816,888.6686,177.73372,1066.0
25,MEATS,4436.345,295.75635,462.3335,887.26904,177.45381,1065.0
50,DAIRY,4439.5757,295.9717,373.2442,887.91516,177.58304,1065.0
12,CLEANING,4435.064,295.67093,360.32343,887.0128,177.40257,1064.0
19,MEATS,4420.9717,294.73145,439.29858,884.19434,176.83887,1061.0
42,MAGAZINES,4410.0654,294.00436,347.6965,882.01306,176.40262,1058.0
16,PERSONAL CARE,4374.825,291.655,349.6248,874.96497,174.993,1050.0
7,EGGS,4376.7734,291.78488,345.36218,875.3546,175.07092,1050.0
4,DAIRY,4352.8643,290.19095,393.5546,870.5729,174.11458,1045.0
5,HOME APPLIANCES,4323.264,288.21762,326.12836,864.65283,172.93057,1038.0
15,DAIRY,4302.426,286.8284,323.70068,860.4852,172.09705,1033.0
53,CLEANING,4300.4424,286.69617,349.0911,860.0885,172.0177,1032.0
46,PRODUCE,4287.336,285.8224,592.0274,857.46716,171.49344,1029.0
22,BEVERAGES,4243.632,282.90878,319.41962,848.7263,169.74527,1018.0
36,PERSONAL CARE,4223.806,281.58707,326.2164,844.7612,168.95226,1014.0
33,MEATS,4201.449,280.09662,314.35858,840.28986,168.05797,1008.0
50,EGGS,4197.6763,279.8451,318.86432,839.5353,167.90706,1007.0
3,CLEANING,4168.182,277.8788,328.54373,833.6365,166.7273,1000.0
29,PERSONAL CARE,4141.709,276.11392,322.01202,828.3418,165.66837,994.0
23,DELI,4087.2378,272.4825,312.09882,817.4475,163.4895,981.0
11,PRODUCE,4076.4888,271.76593,475.74576,815.2978,163.05956,978.0
14,DAIRY,4057.8818,270.52545,354.36322,811.57635,162.31528,974.0
54,MEATS,4057.0408,270.4694,361.8499,811.4082,162.28165,974.0
25,CLEANING,4049.9683,269.9979,315.54935,809.99365,161.99873,972.0
26,PERSONAL CARE,4044.3176,269.6212,315.25473,808.8635,161.7727,971.0
28,BEAUTY,4043.5562,269.5704,447.0059,808.7112,161.74223,970.0
23,PERSONAL CARE,4031.9812,268.79874,299.94623,806.39624,161.27925,968.0
19,POULTRY,4034.5593,268.9706,338.61844,806.91187,161.38237,968.0
30,MEATS,4030.828,268.72186,322.8042,806.1656,161.23312,967.0
32,"LIQUOR,WINE,BEER",4021.998,268.1332,303.57892,804.39966,160.87993,965.0
13,MEATS,4009.2063,267.28043,332.97937,801.8413,160.36827,962.0
44,POULTRY,3978.6826,265.2455,326.02216,795.7366,159.14732,955.0
30,CLEANING,3948.9678,263.26453,338.57123,789.7936,157.95872,948.0
46,EGGS,3941.3545,262.75696,321.72858,788.2709,157.65417,946.0
16,MEATS,3927.4812,261.8321,310.47305,785.4963,157.09926,943.0
45,EGGS,3927.1743,261.8116,328.53214,785.4348,157.08696,943.0
49,PERSONAL CARE,3918.594,261.2396,337.64957,783.71875,156.74376,940.0
53,BOOKS,3897.0776,259.80518,309.68478,779.4155,155.8831,935.0
2,HOME APPLIANCES,3892.9648,259.53098,405.20856,778.5929,155.71858,934.0
36,POULTRY,3870.6318,258.0421,309.83478,774.12634,154.82527,929.0
26,EGGS,3861.9006,257.46005,354.65833,772.3801,154.47603,927.0
21,BEAUTY,3864.5715,257.6381,528.9944,772.9143,154.58287,927.0
39,PREPARED FOODS,3841.8167,256.12112,291.58054,768.3634,153.67268,922.0
54,PERSONAL CARE,3813.3186,254.22124,289.49014,762.6637,152.53275,915.0
8,HOME CARE,3807.395,253.82634,297.06967,761.479,152.2958,914.0
1,DELI,3791.6243,252.77495,325.1901,758.3248,151.66496,910.0
43,LINGERIE,3790.6938,252.71292,301.96286,758.1388,151.62776,910.0
27,DELI,3780.6804,252.04536,354.74753,756.1361,151.22722,907.0
54,POULTRY,3763.8564,250.92377,287.9165,752.7713,150.55426,903.0
4,HOME APPLIANCES,3752.4326,250.16217,298.64426,750.4865,150.0973,901.0
2,MEATS,3745.0396,249.6693,317.16278,749.0079,149.80157,899.0
35,MAGAZINES,3724.954,248.33028,300.08667,744.99084,148.99817,894.0
7,PERSONAL CARE,3717.798,247.85321,283.525,743.55963,148.71193,892.0
29,DAIRY,3705.213,247.01419,284.40793,741.0426,148.20853,889.0
30,HOME AND KITCHEN II,3701.07,246.738,293.65738,740.214,148.0428,888.0
46,POULTRY,3698.1982,246.54655,291.38416,739.63965,147.92793,888.0
25,BOOKS,3696.0908,246.40605,284.66263,739.21814,147.84363,887.0
13,MAGAZINES,3686.3616,245.75743,305.9538,737.2723,147.45445,885.0
40,DAIRY,3669.7842,244.65228,303.12112,733.95685,146.79137,881.0
35,MEATS,3660.8298,244.05533,297.17047,732.166,146.43321,879.0
54,CLEANING,3656.949,243.7966,286.23523,731.3898,146.27795,878.0
50,HOME APPLIANCES,3636.0703,242.4047,295.86945,727.2141,145.44283,873.0
10,EGGS,3632.515,242.16766,318.7826,726.503,145.3006,872.0
38,HOME APPLIANCES,3618.1392,241.20927,301.5783,723.6278,144.72557,868.0
36,MEATS,3598.2612,239.88408,328.831,719.6522,143.93045,864.0
13,DELI,3582.225,238.815,328.95996,716.445,143.289,860.0
33,CLEANING,3574.5457,238.30304,286.66116,714.9091,142.98183,858.0
38,PLAYERS AND ELECTRONICS,3570.3757,238.02505,291.81857,714.0752,142.81505,857.0
41,DAIRY,3572.3523,238.15681,409.0936,714.47046,142.89409,857.0
37,HOME CARE,3562.1934,237.47955,284.60434,712.43866,142.48773,855.0
20,CLEANING,3546.7646,236.45097,550.0348,709.3529,141.87059,851.0
42,PET SUPPLIES,3542.7883,236.18588,308.16595,708.5576,141.71153,850.0
40,MEATS,3533.3892,235.55928,346.68112,706.67786,141.33557,848.0
51,POULTRY,3529.4924,235.2995,2410.3994,705.8985,141.1797,847.0
2,BOOKS,3500.4817,233.36545,330.91086,700.0963,140.01927,840.0
32,BEAUTY,3489.853,232.65688,264.00974,697.97064,139.59413,838.0
17,DELI,3458.9636,230.59758,271.07114,691.7927,138.35855,830.0
32,MAGAZINES,3460.2444,230.68295,290.95377,692.0488,138.40977,830.0
35,CLEANING,3431.7083,228.78055,305.94965,686.3417,137.26834,824.0
2,PLAYERS AND ELECTRONICS,3426.7922,228.45282,335.7161,685.35846,137.0717,822.0
48,POULTRY,3426.9773,228.46515,262.43927,685.39545,137.07909,822.0
27,PET SUPPLIES,3408.1274,227.2085,296.73917,681.6255,136.3251,818.0
49,DELI,3397.928,226.52853,278.908,679.5856,135.91711,816.0
53,DAIRY,3384.852,225.6568,295.2447,676.9704,135.39409,812.0
27,HOME APPLIANCES,3365.5522,224.37015,283.53632,673.1105,134.6221,808.0
1,PRODUCE,3367.5852,224.50568,435.70667,673.517,134.70341,808.0
32,PET SUPPLIES,3368.033,224.53554,310.27274,673.6066,134.72133,808.0
42,DELI,3345.2542,223.01694,283.35,669.0508,133.81017,803.0
7,FROZEN FOODS,3338.49,222.566,235.45477,667.698,133.5396,801.0
6,HOME CARE,3269.1636,217.94424,272.98825,653.83276,130.76656,785.0
16,HOME APPLIANCES,3222.7576,214.85051,248.40129,644.5515,128.91031,773.0
42,"LIQUOR,WINE,BEER",3219.6533,214.64355,253.24016,643.93066,128.78613,773.0
52,MEATS,3211.683,214.11221,383.39078,642.3367,128.46733,771.0
2,MAGAZINES,3200.0579,213.33719,374.31744,640.0116,128.00232,768.0
20,HOME APPLIANCES,3187.7188,212.51459,328.44995,637.54376,127.50875,765.0
27,"LIQUOR,WINE,BEER",3175.365,211.691,251.45033,635.073,127.0146,762.0
23,EGGS,3160.6301,210.70868,236.5056,632.12604,126.42521,759.0
24,MAGAZINES,3136.5527,209.10352,323.17453,627.31055,125.46211,753.0
52,DELI,3133.4915,208.89943,298.59464,626.6983,125.33966,752.0
40,POULTRY,3096.3884,206.42589,256.02347,619.27765,123.85553,743.0
6,EGGS,3094.2732,206.28488,286.03006,618.8546,123.77093,743.0
18,PERSONAL CARE,3058.0369,203.86913,272.7818,611.60736,122.32147,734.0
11,DELI,3038.7454,202.58302,239.42209,607.7491,121.54982,729.0
28,HOME AND KITCHEN II,3034.9565,202.33043,281.5461,606.9913,121.398254,728.0
26,"LIQUOR,WINE,BEER",3016.0261,201.0684,281.34958,603.2052,120.641045,724.0
9,EGGS,3018.371,201.22475,254.55156,603.67426,120.734856,724.0
38,DAIRY,2995.2998,199.68666,245.79921,599.06,119.812004,719.0
40,HOME APPLIANCES,2962.9246,197.5283,244.49655,592.5849,118.51698,711.0
29,HOME APPLIANCES,2961.5251,197.43501,221.37605,592.30505,118.46101,711.0
42,HOME APPLIANCES,2947.426,196.49507,244.34166,589.4852,117.89705,707.0
34,"LIQUOR,WINE,BEER",2942.417,196.16113,244.42258,588.4834,117.69668,706.0
31,POULTRY,2932.457,195.49713,368.81296,586.4914,117.29828,704.0
7,DELI,2916.5369,194.43579,223.86163,583.3074,116.661476,700.0
16,DELI,2916.9673,194.4645,266.89343,583.3935,116.6787,700.0
17,POULTRY,2886.9624,192.46416,241.4765,577.39246,115.47849,693.0
35,HOME AND KITCHEN II,2881.4175,192.0945,248.54793,576.2835,115.25671,692.0
5,PRODUCE,2876.218,191.74786,533.88403,575.2436,115.04872,690.0
53,"LIQUOR,WINE,BEER",2871.262,191.41747,232.57973,574.2524,114.85048,689.0
47,EGGS,2863.8901,190.92601,249.41437,572.778,114.5556,687.0
11,BREAD/BAKERY,2855.1445,190.34297,207.05716,571.02893,114.20579,685.0
29,DELI,2853.863,190.25754,242.92757,570.7726,114.15452,685.0
32,CLEANING,2847.8945,189.85963,257.26456,569.5789,113.91579,683.0
34,CLEANING,2819.6626,187.97751,224.7025,563.9325,112.7865,677.0
12,MEATS,2810.0579,187.33719,260.2761,562.0116,112.40232,674.0
33,MAGAZINES,2798.787,186.5858,207.67531,559.7574,111.95148,672.0
14,PERSONAL CARE,2772.7588,184.85059,225.41011,554.55176,110.910355,665.0
1,PERSONAL CARE,2749.0596,183.27065,222.88339,549.81195,109.962395,660.0
31,DELI,2740.7676,182.71783,270.3462,548.1535,109.6307,658.0
13,BREAD/BAKERY,2742.2708,182.81805,212.21574,548.45416,109.690834,658.0
1,MEATS,2737.5508,182.50339,211.5966,547.51013,109.50203,657.0
23,HOME CARE,2733.769,182.25127,233.62537,546.7538,109.35076,656.0
39,"LIQUOR,WINE,BEER",2718.683,181.24554,212.61266,543.73663,108.74733,652.0
4,PET SUPPLIES,2718.7256,181.24837,231.47577,543.7451,108.74902,652.0
52,PERSONAL CARE,2713.685,180.91234,207.01775,542.737,108.5474,651.0
24,PLAYERS AND ELECTRONICS,2695.3572,179.69048,255.60191,539.0714,107.814285,647.0
26,HOME CARE,2695.7988,179.71992,223.95398,539.1598,107.83196,647.0
48,PRODUCE,2689.7036,179.31357,558.0493,537.9407,107.588135,646.0
18,BREAD/BAKERY,2657.2476,177.14984,219.31184,531.4495,106.28991,638.0
37,MEATS,2658.1187,177.20792,233.75977,531.6238,106.32476,638.0
4,DELI,2653.5925,176.90617,212.4099,530.7185,106.1437,637.0
41,CLEANING,2644.1406,176.27605,297.25995,528.8281,105.765625,635.0
52,POULTRY,2643.6372,176.24248,249.30255,528.7274,105.74548,634.0
15,DELI,2640.4504,176.03003,224.4331,528.0901,105.61802,634.0
49,HOME CARE,2641.3308,176.08871,210.2102,528.2661,105.65322,634.0
8,FROZEN FOODS,2618.96,174.59734,207.83559,523.792,104.7584,629.0
20,BEVERAGES,2603.9028,173.59352,317.9085,520.7806,104.15612,625.0
3,BOOKS,2596.768,173.11787,200.21602,519.35364,103.87073,623.0
7,HOME CARE,2593.147,172.87646,208.18898,518.6294,103.72588,622.0
32,HOME AND KITCHEN II,2592.4878,172.83252,221.81937,518.49756,103.69952,622.0
17,PERSONAL CARE,2582.839,172.18927,195.53122,516.5678,103.31356,620.0
17,EGGS,2581.2847,172.08565,205.08855,516.25696,103.251396,620.0
28,CLEANING,2578.5232,171.90155,267.84933,515.70465,103.14093,619.0
48,LINGERIE,2575.1648,171.67766,214.83333,515.03296,103.00659,618.0
12,PREPARED FOODS,2552.8157,170.18771,340.99658,510.56314,102.11263,613.0
31,CLEANING,2547.945,169.863,196.36374,509.58902,101.91781,612.0
38,MAGAZINES,2551.8616,170.1241,200.02156,510.3723,102.07446,612.0
11,PERSONAL CARE,2541.2717,169.41812,192.93906,508.25436,101.65087,610.0
32,DAIRY,2539.3677,169.29118,217.79256,507.87354,101.57471,609.0
51,CELEBRATION,2498.4758,166.56505,736.5598,499.69513,99.939026,600.0
15,BREAD/BAKERY,2479.5186,165.30124,182.68831,495.90372,99.18075,595.0
44,LINGERIE,2469.9573,164.66382,202.65913,493.99146,98.798294,593.0
23,FROZEN FOODS,2461.8757,164.12505,195.07327,492.37512,98.47503,591.0
12,DAIRY,2457.9773,163.86516,224.35925,491.59546,98.31909,590.0
5,EGGS,2446.7903,163.11935,201.74277,489.35806,97.87161,587.0
25,POULTRY,2441.1838,162.74559,205.49593,488.23676,97.647354,586.0
15,EGGS,2432.0422,162.13615,206.63066,486.40845,97.28169,584.0
49,EGGS,2428.7332,161.91554,212.39348,485.74664,97.14933,583.0
14,BEVERAGES,2412.2402,160.81601,181.59215,482.44803,96.48961,579.0
20,DAIRY,2412.5093,160.83395,263.0382,482.50186,96.500374,579.0
53,HOME APPLIANCES,2398.7336,159.91557,196.46198,479.7467,95.94934,576.0
36,DELI,2396.9797,159.79865,184.85765,479.39594,95.87919,575.0
28,PET SUPPLIES,2390.4055,159.36037,199.48863,478.08112,95.61623,574.0
36,HOME CARE,2390.3962,159.35976,199.05144,478.07928,95.61586,574.0
45,DELI,2387.6494,159.17662,224.6623,477.52985,95.505974,573.0
12,MAGAZINES,2369.236,157.94907,188.76392,473.8472,94.76944,569.0
11,POULTRY,2367.8772,157.85847,176.46379,473.57544,94.71509,568.0
35,DAIRY,2363.3254,157.55502,233.59747,472.66507,94.53301,567.0
54,HOME AND KITCHEN II,2350.274,156.68492,180.00421,470.05475,94.01095,564.0
8,PREPARED FOODS,2351.7441,156.78294,180.92085,470.34882,94.06976,564.0
22,MEATS,2348.4207,156.56137,180.13362,469.6841,93.93682,564.0
20,MEATS,2348.4565,156.56377,219.61972,469.69128,93.938255,564.0
7,"LIQUOR,WINE,BEER",2344.584,156.3056,212.92928,468.9168,93.78336,563.0
37,DELI,2336.28,155.752,190.08936,467.25598,93.451195,561.0
34,DELI,2312.5732,154.17155,198.4639,462.51465,92.50293,555.0
6,FROZEN FOODS,2303.5796,153.57198,191.59483,460.71594,92.14319,553.0
28,MAGAZINES,2301.1482,153.40988,190.34935,460.22964,92.04593,552.0
15,MEATS,2292.8704,152.85802,186.16252,458.57404,91.714806,550.0
33,HOME AND KITCHEN II,2286.318,152.4212,179.21179,457.2636,91.45272,549.0
41,BREAD/BAKERY,2280.039,152.00261,257.01877,456.0078,91.20156,547.0
24,DELI,2270.7493,151.38329,178.629,454.14984,90.82997,545.0
24,LINGERIE,2266.1018,151.07346,213.31805,453.22037,90.64407,544.0
33,PLAYERS AND ELECTRONICS,2250.7441,150.0496,173.819,450.1488,90.02976,540.0
52,HOME CARE,2233.8076,148.9205,196.56097,446.7615,89.3523,536.0
26,FROZEN FOODS,2218.147,147.87646,169.54536,443.6294,88.72588,532.0
46,LINGERIE,2208.2507,147.21672,197.40356,441.65015,88.33003,530.0
1,POULTRY,2194.2375,146.2825,176.30339,438.8475,87.7695,527.0
17,HOME CARE,2183.203,145.54686,181.39915,436.64056,87.32812,524.0
18,MEATS,2182.5015,145.50009,177.95055,436.50027,87.30006,524.0
40,EGGS,2182.9536,145.53024,167.53719,436.59073,87.318146,524.0
35,PLAYERS AND ELECTRONICS,2159.434,143.96227,180.43402,431.88678,86.37736,518.0
37,POULTRY,2160.074,144.00493,171.28195,432.01477,86.402954,518.0
40,DELI,2157.8455,143.85637,193.79494,431.5691,86.31382,518.0
11,MEATS,2138.9834,142.59889,163.11519,427.7967,85.55934,513.0
14,HOME APPLIANCES,2129.502,141.9668,173.75972,425.9004,85.18008,511.0
4,"LIQUOR,WINE,BEER",2128.7307,141.91537,168.30911,425.74612,85.14922,511.0
15,HOME CARE,2118.8508,141.25673,165.04347,423.7702,84.75404,509.0
3,DELI,2116.0503,141.07002,174.51378,423.21008,84.64202,508.0
30,PLAYERS AND ELECTRONICS,2100.5532,140.03688,171.62422,420.11066,84.02213,504.0
50,LINGERIE,2091.478,139.43187,178.45839,418.2956,83.65912,502.0
19,PERSONAL CARE,2090.5793,139.37196,189.87682,418.1159,83.623184,502.0
28,DAIRY,2058.1006,137.20671,203.65918,411.62012,82.32403,494.0
18,HOME CARE,2046.9452,136.46301,166.14415,409.38904,81.87781,491.0
25,PERSONAL CARE,2047.1921,136.47948,165.73788,409.43842,81.88769,491.0
45,POULTRY,2026.5682,135.10455,166.55597,405.31366,81.06274,486.0
20,DELI,2024.0577,134.93718,212.33751,404.81152,80.9623,486.0
13,HOME CARE,2008.7017,133.91344,169.28726,401.7403,80.34806,482.0
21,PREPARED FOODS,2002.064,133.47093,406.03687,400.41278,80.08256,480.0
19,EGGS,1989.5802,132.63869,153.79794,397.91608,79.58321,477.0
36,EGGS,1983.1971,132.21315,145.15147,396.63947,79.327896,476.0
7,PREPARED FOODS,1977.3625,131.82417,143.19191,395.47253,79.094505,475.0
1,HOME CARE,1969.2308,131.28206,159.27249,393.8462,78.76924,473.0
14,MEATS,1945.4015,129.69344,147.58855,389.08032,77.81606,467.0
22,DAIRY,1944.7433,129.64955,153.81682,388.94867,77.789734,467.0
47,DELI,1916.0432,127.73621,210.64665,383.20865,76.64173,460.0
50,POULTRY,1918.1125,127.87417,148.33604,383.6225,76.7245,460.0
28,LAWN AND GARDEN,1899.4387,126.62925,184.32077,379.88776,75.977554,456.0
24,EGGS,1879.5049,125.30032,148.60289,375.90097,75.1802,451.0
31,BEVERAGES,1872.0696,124.80464,151.8124,374.41394,74.88279,449.0
12,BEVERAGES,1864.1875,124.27917,150.66687,372.8375,74.5675,447.0
18,POULTRY,1860.7269,124.04846,182.38458,372.1454,74.42908,447.0
33,DAIRY,1850.7566,123.38377,158.30803,370.1513,74.030266,444.0
43,HARDWARE,1851.8593,123.45728,173.45312,370.37186,74.07437,444.0
37,FROZEN FOODS,1835.0609,122.337395,140.4424,367.01218,73.402435,440.0
19,DELI,1814.1451,120.94301,149.83162,362.82904,72.56581,435.0
11,HOME CARE,1811.6919,120.77946,140.49605,362.33838,72.467674,435.0
23,PREPARED FOODS,1797.4348,119.82899,131.14458,359.48697,71.89739,431.0
3,DAIRY,1786.8384,119.12256,144.37572,357.36768,71.47353,429.0
14,POULTRY,1760.0974,117.33983,149.1242,352.01947,70.40389,422.0
5,DELI,1752.7336,116.84891,149.4607,350.54672,70.109344,421.0
36,FROZEN FOODS,1743.87,116.258,139.06711,348.77402,69.75481,419.0
51,PET SUPPLIES,1729.2498,115.28332,417.0239,345.84995,69.16999,415.0
51,BREAD/BAKERY,1720.6345,114.70897,542.3033,344.1269,68.82538,413.0
3,PET SUPPLIES,1719.1025,114.606834,137.41553,343.8205,68.7641,413.0
40,"LIQUOR,WINE,BEER",1719.5125,114.63416,153.99704,343.9025,68.7805,413.0
29,EGGS,1715.4503,114.36336,133.14941,343.0901,68.61802,412.0
12,HOME APPLIANCES,1712.3647,114.157646,138.10602,342.47293,68.49459,411.0
3,HOME APPLIANCES,1706.3076,113.75384,152.854,341.2615,68.252304,410.0
51,BEVERAGES,1702.7189,113.514595,453.8075,340.5438,68.10876,409.0
35,LINGERIE,1690.4768,112.698456,231.19054,338.09537,67.61907,406.0
21,CELEBRATION,1692.734,112.84893,199.198,338.54678,67.70936,406.0
16,EGGS,1686.5913,112.43942,150.90495,337.31827,67.46365,405.0
9,FROZEN FOODS,1673.3751,111.55834,133.84338,334.67502,66.935005,402.0
8,"LIQUOR,WINE,BEER",1656.5284,110.43523,135.46918,331.30566,66.26113,398.0
19,HOME CARE,1658.1586,110.54391,163.7404,331.6317,66.32635,398.0
19,FROZEN FOODS,1653.638,110.24253,143.2621,330.7276,66.14552,397.0
34,BEVERAGES,1647.9581,109.86388,132.23152,329.5916,65.91833,396.0
20,PLAYERS AND ELECTRONICS,1637.2205,109.14803,160.7976,327.4441,65.48882,393.0
42,PLAYERS AND ELECTRONICS,1636.947,109.1298,141.54955,327.3894,65.47788,393.0
29,PREPARED FOODS,1634.993,108.999535,123.065506,326.9986,65.39972,392.0
9,PREPARED FOODS,1617.5594,107.837296,135.76994,323.5119,64.702385,388.0
6,PREPARED FOODS,1577.658,105.1772,126.49277,315.53162,63.106323,379.0
5,LINGERIE,1580.6671,105.37781,141.23103,316.13342,63.226685,379.0
41,POULTRY,1559.3392,103.95595,168.75952,311.86786,62.373573,374.0
42,LAWN AND GARDEN,1555.3547,103.690315,181.4957,311.07095,62.21419,373.0
24,FROZEN FOODS,1550.5211,103.36807,150.01549,310.10422,62.020844,372.0
22,HOME APPLIANCES,1541.7828,102.78552,122.04015,308.35657,61.671314,370.0
3,MAGAZINES,1540.8694,102.724625,140.82552,308.1739,61.634777,370.0
24,MEATS,1533.6738,102.24492,127.81158,306.73474,61.34695,368.0
37,EGGS,1534.3752,102.29168,127.52257,306.87503,61.375008,368.0
35,DELI,1529.4325,101.962166,145.42285,305.8865,61.177303,367.0
17,MEATS,1518.7987,101.25325,132.7229,303.75977,60.751953,365.0
43,SCHOOL AND OFFICE SUPPLIES,1514.9679,100.997856,121.539635,302.99356,60.598713,364.0
43,GROCERY II,1493.254,99.55027,114.13193,298.65082,59.730164,358.0
1,BREAD/BAKERY,1491.3015,99.4201,119.986595,298.26028,59.652058,358.0
47,LINGERIE,1477.3671,98.491135,151.78601,295.4734,59.094677,355.0
45,LINGERIE,1457.7496,97.18331,119.68295,291.54993,58.309986,350.0
36,"LIQUOR,WINE,BEER",1453.6907,96.91271,114.66486,290.73813,58.147625,349.0
25,DAIRY,1453.393,96.89286,114.085945,290.6786,58.13572,349.0
31,DAIRY,1450.8435,96.7229,126.76235,290.1687,58.03374,348.0
34,DAIRY,1435.8519,95.723465,121.35472,287.1704,57.434082,345.0
47,POULTRY,1434.3936,95.626236,130.08626,286.87872,57.375744,344.0
44,SCHOOL AND OFFICE SUPPLIES,1430.7684,95.38456,124.422104,286.1537,57.23074,343.0
52,FROZEN FOODS,1429.2844,95.28563,110.88597,285.85687,57.171375,343.0
44,GROCERY I,1421.4203,94.76135,108.412476,284.28406,56.85681,341.0
12,PLAYERS AND ELECTRONICS,1417.8755,94.52503,117.93937,283.5751,56.715023,340.0
41,HOME CARE,1418.7388,94.58259,140.79787,283.74777,56.749554,340.0
2,DELI,1415.6202,94.37468,150.28424,283.12402,56.624805,340.0
54,DELI,1412.3507,94.156715,108.35205,282.47015,56.49403,339.0
49,FROZEN FOODS,1410.5427,94.03618,112.36874,282.10852,56.421703,339.0
24,HOME CARE,1410.1492,94.00994,123.112946,282.02982,56.405964,338.0
28,"LIQUOR,WINE,BEER",1406.8068,93.78712,139.32593,281.36136,56.272274,338.0
14,DELI,1382.201,92.146736,111.15246,276.44022,55.288044,332.0
37,"LIQUOR,WINE,BEER",1374.9312,91.66208,137.41104,274.98624,54.99725,330.0
54,DAIRY,1356.4432,90.42955,104.8532,271.28864,54.25773,326.0
41,MEATS,1358.1431,90.54287,175.85416,271.6286,54.32572,326.0
19,"LIQUOR,WINE,BEER",1344.388,89.62586,118.103035,268.8776,53.77552,323.0
30,DELI,1345.5428,89.70286,122.77084,269.10858,53.821716,323.0
10,PREPARED FOODS,1337.253,89.1502,108.79564,267.4506,53.49012,321.0
41,PERSONAL CARE,1338.5234,89.23489,142.8409,267.70468,53.540936,321.0
20,LINGERIE,1339.3069,89.287125,126.633415,267.8614,53.572277,321.0
